PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin_known,FamilySize,IsAlone,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Other
19,0,3,0,0.14195547925143,1,0,-0.2859972841804228,0,0.059159876663617626,0,False,True,False,False,True,False
20,1,3,0,-0.5724937540977952,0,0,-0.5029485386158568,0,-0.5609748304808925,1,False,False,False,False,True,False
21,0,2,1,0.4427762090826827,0,0,-0.12491978668775715,0,-0.5609748304808925,1,False,True,False,True,False,False
22,1,2,1,0.36757102662486957,0,0,-0.3866707201133388,1,-0.5609748304808925,1,False,True,False,True,False,False
23,1,3,0,-1.061327440073581,0,0,-0.4867562231804066,0,-0.5609748304808925,1,True,False,True,False,False,False
24,1,1,1,-0.08366006812200955,0,0,0.06635974158478332,1,-0.5609748304808925,1,False,True,False,True,False,False
25,0,3,0,-1.5877637172782733,3,1,-0.22408312108167944,0,1.9195639980971482,0,False,True,True,False,False,False
26,1,3,0,0.6683917564561223,1,5,-0.016444159470040135,0,3.1598334123861687,0,False,True,False,False,True,False
27,0,3,1,-0.3092756154954491,0,0,-0.5029485386158568,0,-0.5609748304808925,1,False,False,False,True,False,False
28,0,1,1,-0.7605067102423282,3,2,4.647001076532463,1,2.5396987052416584,0,False,True,False,True,False,False
29,1,3,0,-0.5724937540977952,0,0,-0.48977642625839407,0,-0.5609748304808925,1,True,False,True,False,False,False
30,0,3,1,-0.3092756154954491,0,0,-0.4894421904510968,0,-0.5609748304808925,1,False,True,False,True,False,False
31,0,1,1,0.8188021213717487,0,0,-0.09027201697708476,0,-0.5609748304808925,1,False,False,False,False,False,True
32,1,1,0,0.4427762090826827,1,0,2.301728820789,1,0.059159876663617626,0,False,False,False,False,True,False
33,1,3,0,-0.5724937540977952,0,0,-0.49237782784290063,0,-0.5609748304808925,1,True,False,True,False,False,False
34,0,2,1,2.7741368652748912,0,0,-0.43700743807979686,0,-0.5609748304808925,1,False,True,False,True,False,False
35,0,1,1,-0.08366006812200955,1,0,1.0060617003323709,0,0.059159876663617626,0,False,False,False,True,False,False
36,0,1,1,0.969212486287375,1,0,0.39858208016340624,0,0.059159876663617626,0,False,True,False,True,False,False
37,1,3,1,-0.3092756154954491,0,0,-0.5028639729296732,0,-0.5609748304808925,1,False,False,False,True,False,False
38,0,3,1,-0.6100963453267019,0,0,-0.4863374216869257,0,-0.5609748304808925,1,False,True,False,True,False,False
39,0,3,0,-0.8357118927001413,2,0,-0.2859972841804228,0,0.6792945838081278,0,False,True,True,False,False,False
40,1,3,0,-1.136532622531394,1,0,-0.42207354059350805,0,0.059159876663617626,0,False,False,True,False,False,False
41,0,3,0,0.8188021213717487,1,0,-0.4576454924460446,0,0.059159876663617626,0,False,True,False,False,True,False
42,0,2,0,-0.15886525057982273,1,0,-0.22559322262067316,0,0.059159876663617626,0,False,True,False,False,True,False
43,0,3,1,-0.3092756154954491,0,0,-0.4894421904510968,0,-0.5609748304808925,1,False,False,False,True,False,False
44,1,2,0,-1.9637896295673392,1,2,0.18876253192945994,0,1.299429290952638,0,False,False,True,False,False,False
45,1,3,0,-0.7605067102423282,0,0,-0.48977642625839407,0,-0.5609748304808925,1,True,False,True,False,False,False
46,0,3,1,-0.3092756154954491,0,0,-0.4863374216869257,0,-0.5609748304808925,1,False,True,False,True,False,False
47,0,3,1,-0.3092756154954491,1,0,-0.3363340021468808,0,0.059159876663617626,0,True,False,False,True,False,False
48,1,3,0,-0.5724937540977952,0,0,-0.49237782784290063,0,-0.5609748304808925,1,True,False,True,False,False,False
49,0,3,1,-0.3092756154954491,2,0,-0.21191774308354583,0,0.6792945838081278,0,False,False,False,True,False,False
50,0,3,0,-0.8357118927001413,1,0,-0.29002422161773944,0,0.059159876663617626,0,False,True,False,False,True,False
51,0,3,1,-1.6629688997360863,4,1,0.1506737441786005,0,2.5396987052416584,0,False,True,False,False,False,False
52,0,3,1,-0.6100963453267019,0,0,-0.4913710934835715,0,-0.5609748304808925,1,False,True,False,True,False,False
53,1,1,0,1.4956487634920672,1,0,0.8964967865378598,1,0.059159876663617626,0,False,False,False,False,True,False
54,1,2,0,-0.008454885664196365,1,0,-0.12491978668775715,0,0.059159876663617626,0,False,True,False,False,True,False
55,0,1,1,2.6989316828170784,0,1,0.5995101505357573,1,0.059159876663617626,0,False,False,False,True,False,False
56,1,1,1,0.8188021213717487,0,0,0.06635974158478332,1,-0.5609748304808925,1,False,True,False,True,False,False
57,1,2,0,-0.6100963453267019,0,0,-0.43700743807979686,0,-0.5609748304808925,1,False,True,True,False,False,False
58,0,3,1,-0.04605747689310296,0,0,-0.5028639729296732,0,-0.5609748304808925,1,False,False,False,True,False,False
59,1,2,0,-1.8133792646517128,1,2,-0.08968408411123653,0,1.299429290952638,0,False,True,True,False,False,False
60,0,3,1,-1.3621481699048337,5,2,0.2958951755118318,0,3.779968119530679,0,False,True,False,False,False,False
61,0,3,1,-0.5348911628688886,0,0,-0.5028639729296732,0,-0.5609748304808925,1,False,False,False,True,False,False
62,1,1,0,0.6683917564561223,0,0,0.962353321387736,1,-0.5609748304808925,1,False,True,True,False,False,False
63,0,1,1,1.1948280336608146,1,0,1.0323213593611125,1,0.059159876663617626,0,False,True,False,True,False,False
64,0,3,1,-1.8885844471095259,3,2,-0.08666388103324908,0,2.5396987052416584,0,False,True,False,False,False,False
65,0,1,1,0.8188021213717487,0,0,-0.09027201697708476,0,-0.5609748304808925,1,False,False,False,True,False,False
66,1,3,1,-0.3092756154954491,1,1,-0.3414522396297103,0,0.6792945838081278,0,False,False,False,False,False,False
67,1,2,0,-0.008454885664196365,0,0,-0.43700743807979686,1,-0.5609748304808925,1,False,True,False,False,True,False
68,0,3,1,-0.7605067102423282,0,0,-0.4841568350646187,0,-0.5609748304808925,1,False,True,False,True,False,False
69,1,3,0,-0.9109170751579546,4,2,-0.4888542575852486,0,3.1598334123861687,0,False,True,True,False,False,False
70,0,3,1,-0.23407043303763592,2,0,-0.47400492578514347,0,0.6792945838081278,0,False,True,False,True,False,False
71,0,2,1,0.2171606617092432,0,0,-0.43700743807979686,0,-0.5609748304808925,1,False,True,False,True,False,False
72,0,3,0,-0.9861222576157678,5,2,0.2958951755118318,0,3.779968119530679,0,False,True,True,False,False,False
73,0,2,1,-0.6100963453267019,0,0,0.8314778546749452,0,-0.5609748304808925,1,False,True,False,True,False,False
74,0,3,1,-0.23407043303763592,1,0,-0.3573908580066095,0,0.059159876663617626,0,False,False,False,True,False,False
75,1,3,1,0.2171606617092432,0,0,0.48910360681684706,0,-0.5609748304808925,1,False,True,False,True,False,False
76,0,3,1,-0.3092756154954491,0,0,-0.494391296561559,1,-0.5609748304808925,1,False,True,False,True,False,False
77,0,3,1,-0.3092756154954491,0,0,-0.4894421904510968,0,-0.5609748304808925,1,False,True,False,True,False,False
78,0,3,1,-0.3092756154954491,0,0,-0.4863374216869257,0,-0.5609748304808925,1,False,True,False,True,False,False
79,1,2,1,-2.126984875500794,0,2,-0.06451572512800753,0,0.6792945838081278,0,False,True,False,False,False,False
80,1,3,0,0.06675029679361683,0,0,-0.397241430886295,0,-0.5609748304808925,1,False,True,True,False,False,False
81,0,3,1,-0.5348911628688886,0,0,-0.46720946885967163,0,-0.5609748304808925,1,False,True,False,True,False,False
82,1,3,1,-0.008454885664196365,0,0,-0.45714212526638004,0,-0.5609748304808925,1,False,True,False,True,False,False
83,1,3,0,-0.5724937540977952,0,0,-0.49162277707340374,0,-0.5609748304808925,1,True,False,True,False,False,False
84,0,1,1,-0.08366006812200955,0,0,0.29992211294914856,0,-0.5609748304808925,1,False,True,False,True,False,False
85,1,2,0,-0.9109170751579546,0,0,-0.43700743807979686,0,-0.5609748304808925,1,False,True,True,False,False,False
86,1,3,0,0.29236584416705635,3,0,-0.32928686163157667,0,1.299429290952638,0,False,True,False,False,True,False
87,0,3,1,-0.9861222576157678,1,3,0.04370821849987721,0,1.9195639980971482,0,False,True,False,True,False,False
88,0,3,1,-0.3092756154954491,0,0,-0.4863374216869257,0,-0.5609748304808925,1,False,True,False,True,False,False
89,1,1,0,-0.45968598041107545,3,2,4.647001076532463,1,2.5396987052416584,0,False,True,True,False,False,False
90,0,3,1,-0.3844807979532623,0,0,-0.4863374216869257,0,-0.5609748304808925,1,False,True,False,True,False,False
91,0,3,1,-0.008454885664196365,0,0,-0.4863374216869257,0,-0.5609748304808925,1,False,True,False,True,False,False
92,0,3,1,-0.685301527784515,0,0,-0.4902797934380587,0,-0.5609748304808925,1,False,True,False,True,False,False
93,0,1,1,1.2700332161186279,1,0,0.5833178351003071,1,0.059159876663617626,0,False,True,False,True,False,False
94,0,3,1,-0.23407043303763592,1,2,-0.23415046467497105,0,1.299429290952638,0,False,True,False,True,False,False
95,0,3,1,2.2477005880701992,0,0,-0.5024451714361923,0,-0.5609748304808925,1,False,True,False,True,False,False
96,0,3,1,-0.3092756154954491,0,0,-0.4863374216869257,0,-0.5609748304808925,1,False,True,False,True,False,False
97,0,1,1,3.1501627775639576,0,0,0.0493298231623713,1,-0.5609748304808925,1,False,False,False,True,False,False
98,1,1,1,-0.45968598041107545,0,1,0.6272778976347743,1,0.059159876663617626,0,False,False,False,True,False,False
99,1,2,0,0.36757102662486957,0,1,-0.18532384824750675,0,0.059159876663617626,0,False,True,False,False,True,False
100,0,2,1,0.36757102662486957,1,0,-0.12491978668775715,0,0.059159876663617626,0,False,True,False,True,False,False
101,0,3,0,-0.08366006812200955,0,0,-0.4894421904510968,0,-0.5609748304808925,1,False,True,True,False,False,False
102,0,3,1,-0.3092756154954491,0,0,-0.4894421904510968,0,-0.5609748304808925,1,False,True,False,True,False,False
103,0,1,1,-0.6100963453267019,0,1,0.907737982394129,1,0.059159876663617626,0,False,True,False,True,False,False
104,0,3,1,0.29236584416705635,0,0,-0.4741720436887921,0,-0.5609748304808925,1,False,True,False,True,False,False
105,0,3,1,0.5931865739983091,2,0,-0.4888542575852486,0,0.6792945838081278,0,False,True,False,True,False,False
106,0,3,1,-0.08366006812200955,0,0,-0.4894421904510968,0,-0.5609748304808925,1,False,True,False,True,False,False
107,1,3,0,-0.6100963453267019,0,0,-0.494391296561559,0,-0.5609748304808925,1,False,True,True,False,False,False
108,1,3,1,-0.3092756154954491,0,0,-0.4918744606632361,0,-0.5609748304808925,1,False,True,False,True,False,False
109,0,3,1,0.6683917564561223,0,0,-0.4894421904510968,0,-0.5609748304808925,1,False,True,False,True,False,False
110,1,3,0,-0.5724937540977952,1,0,-0.1621689579829361,0,0.059159876663617626,0,True,False,True,False,False,False
111,0,1,1,1.345238398576441,0,0,0.39858208016340624,1,-0.5609748304808925,1,False,True,False,True,False,False
112,0,3,0,-1.0989300313024875,1,0,-0.3573908580066095,0,0.059159876663617626,0,False,False,True,False,False,False
113,0,3,1,-0.5348911628688886,0,0,-0.4863374216869257,0,-0.5609748304808925,1,False,True,False,True,False,False
114,0,3,0,-0.685301527784515,1,0,-0.4505983519307405,0,0.059159876663617626,0,False,True,True,False,False,False
115,0,3,0,-0.9109170751579546,0,0,-0.3573083057891445,0,-0.5609748304808925,1,False,False,True,False,False,False
116,0,3,1,-0.6100963453267019,0,0,-0.4888542575852486,0,-0.5609748304808925,1,False,True,False,True,False,False
117,0,3,1,3.1125601863350507,0,0,-0.49237782784290063,0,-0.5609748304808925,1,True,False,False,True,False,False
118,0,2,1,-0.008454885664196365,1,0,-0.22559322262067316,0,0.059159876663617626,0,False,True,False,True,False,False
119,0,1,1,-0.3844807979532623,0,1,4.335332226633905,1,0.059159876663617626,0,False,False,False,True,False,False
120,0,3,0,-2.038994812025152,4,2,-0.01870931177853076,0,3.1598334123861687,0,False,True,True,False,False,False
121,0,2,1,-0.6100963453267019,2,0,0.8314778546749452,0,0.6792945838081278,0,False,True,False,True,False,False
122,0,3,1,-0.3092756154954491,0,0,-0.4863374216869257,0,-0.5609748304808925,1,False,True,False,True,False,False
123,0,2,1,0.2547632529381498,1,0,-0.04295550208861426,0,0.059159876663617626,0,False,False,False,True,False,False
124,1,2,0,0.2547632529381498,0,0,-0.3866707201133388,1,-0.5609748304808925,1,False,True,True,False,False,False
125,0,1,1,1.8716746757811333,0,1,0.907737982394129,1,0.059159876663617626,0,False,True,False,True,False,False
126,1,3,1,-1.2869429874470204,1,0,-0.42207354059350805,0,0.059159876663617626,0,False,False,False,False,False,False
127,0,3,1,-0.3092756154954491,0,0,-0.49237782784290063,0,-0.5609748304808925,1,True,False,False,True,False,False
128,1,3,1,-0.3844807979532623,0,0,-0.5046257580584992,0,-0.5609748304808925,1,False,True,False,True,False,False
129,1,3,0,-0.5724937540977952,1,1,-0.19824427701513722,1,0.6792945838081278,0,False,False,True,False,False,False
130,0,3,1,1.1948280336608146,0,0,-0.5079822104125026,0,-0.5609748304808925,1,False,True,False,True,False,False
131,0,3,1,0.29236584416705635,0,0,-0.4894421904510968,0,-0.5609748304808925,1,False,False,False,True,False,False
132,0,3,1,-0.685301527784515,0,0,-0.5064721088735089,0,-0.5609748304808925,1,False,True,False,True,False,False
133,0,3,0,1.345238398576441,1,0,-0.35646868933346404,0,0.059159876663617626,0,False,True,False,False,True,False
134,1,2,0,-0.008454885664196365,1,0,-0.12491978668775715,0,0.059159876663617626,0,False,True,False,False,True,False
135,0,2,1,-0.3092756154954491,0,0,-0.3866707201133388,0,-0.5609748304808925,1,False,True,False,True,False,False
136,0,2,1,-0.45968598041107545,0,0,-0.3454791770670269,0,-0.5609748304808925,1,False,False,False,True,False,False
137,1,1,0,-0.7605067102423282,0,2,-0.11921562980779811,1,0.6792945838081278,0,False,True,True,False,False,False
138,0,1,1,0.5931865739983091,1,0,0.4207302360686478,1,0.059159876663617626,0,False,True,False,True,False,False
139,0,3,1,-0.9861222576157678,0,0,-0.4628462821463391,0,-0.5609748304808925,1,False,True,False,True,False,False
140,0,1,1,-0.3844807979532623,0,0,0.9462455716384695,1,-0.5609748304808925,1,False,False,False,True,False,False
141,0,3,0,-0.5724937540977952,0,2,-0.3414522396297103,0,0.6792945838081278,0,False,False,False,False,True,False
142,1,3,0,-0.5348911628688886,0,0,-0.49237782784290063,0,-0.5609748304808925,1,False,True,True,False,False,False
143,1,3,0,-0.3844807979532623,1,0,-0.32928686163157667,0,0.059159876663617626,0,False,True,False,False,True,False
144,0,3,1,-0.7605067102423282,0,0,-0.5125125150294839,0,-0.5609748304808925,1,True,False,False,True,False,False
145,0,2,1,-0.8357118927001413,0,0,-0.41687275089321363,0,-0.5609748304808925,1,False,True,False,True,False,False
146,0,2,1,-0.7605067102423282,1,1,0.09152810056801232,0,0.6792945838081278,0,False,True,False,True,False,False
147,1,3,1,-0.15886525057982273,0,0,-0.49145565916975514,0,-0.5609748304808925,1,False,True,False,True,False,False
148,0,3,0,-1.51255853482046,2,2,0.04370821849987721,0,1.9195639980971482,0,False,True,True,False,False,False
149,0,2,1,0.5555839827694025,0,2,-0.12491978668775715,1,0.6792945838081278,0,False,True,False,True,False,False
150,0,2,1,0.969212486287375,0,0,-0.3866707201133388,0,-0.5609748304808925,1,False,True,False,False,False,True
151,0,2,1,1.6460591284076938,0,0,-0.39623469652696586,0,-0.5609748304808925,1,False,True,False,False,False,True
152,1,1,0,-0.5348911628688886,1,0,0.6925485130875209,1,0.059159876663617626,0,False,True,False,False,True,False
153,0,3,1,1.984482449467853,0,0,-0.4863374216869257,0,-0.5609748304808925,1,False,True,False,True,False,False
154,0,3,1,0.8564047126006552,0,2,-0.35646868933346404,0,0.6792945838081278,0,False,True,False,True,False,False
155,0,3,1,-0.3092756154954491,0,0,-0.5011867534870308,0,-0.5609748304808925,1,False,True,False,True,False,False
156,0,1,1,1.6460591284076938,0,1,0.5874293382238074,0,0.059159876663617626,0,False,False,False,True,False,False
157,1,3,0,-0.9861222576157678,0,0,-0.49271407711891657,0,-0.5609748304808925,1,True,False,True,False,False,False
158,0,3,1,0.06675029679361683,0,0,-0.4863374216869257,0,-0.5609748304808925,1,False,True,False,True,False,False
159,0,3,1,-0.3092756154954491,0,0,-0.47400492578514347,0,-0.5609748304808925,1,False,True,False,True,False,False
160,0,3,1,-0.3092756154954491,8,2,0.7519458402879414,0,5.64037224096421,0,False,True,False,False,False,False
161,0,3,1,1.1196228512030013,0,1,-0.32425318983493084,0,0.059159876663617626,0,False,True,False,True,False,False
162,1,2,0,0.8188021213717487,0,0,-0.331300330350235,0,-0.5609748304808925,1,False,True,False,False,True,False
163,0,3,1,-0.23407043303763592,0,0,-0.4918744606632361,0,-0.5609748304808925,1,False,True,False,True,False,False
164,0,3,1,-0.9109170751579546,0,0,-0.47400492578514347,0,-0.5609748304808925,1,False,True,False,True,False,False
165,0,3,1,-2.1141999944829655,4,1,0.1506737441786005,0,2.5396987052416584,0,False,True,False,False,False,False
166,1,3,1,-1.51255853482046,0,2,-0.2351571990343002,0,0.6792945838081278,0,False,True,False,False,False,False
167,1,1,0,0.4427762090826827,0,1,0.4589861417231558,1,0.059159876663617626,0,False,True,False,False,True,False
168,0,3,0,1.1948280336608146,1,4,-0.08666388103324908,0,2.5396987052416584,0,False,True,False,False,True,False
169,0,1,1,0.8188021213717487,0,0,-0.12642988822675086,0,-0.5609748304808925,1,False,True,False,True,False,False
170,0,3,1,-0.08366006812200955,0,0,0.48910360681684706,0,-0.5609748304808925,1,False,True,False,True,False,False
171,0,1,1,2.3981109529858253,0,0,0.026090367211616904,1,-0.5609748304808925,1,False,True,False,True,False,False
172,0,3,1,-1.8885844471095259,4,1,-0.06199888922968463,0,2.5396987052416584,0,True,False,False,False,False,False
173,1,3,0,-2.1141999944829655,1,1,-0.4242561406845337,0,0.6792945838081278,0,False,True,True,False,False,False
174,0,3,1,-0.6100963453267019,0,0,-0.4888542575852486,0,-0.5609748304808925,1,False,True,False,True,False,False
175,0,1,1,2.0220850406967594,0,0,-0.030371322596999754,1,-0.5609748304808925,1,False,False,False,True,False,False
176,0,3,1,-0.8357118927001413,1,1,-0.4902797934380587,0,0.6792945838081278,0,False,True,False,True,False,False
177,0,3,1,-0.3092756154954491,3,1,-0.13565761536436197,0,1.9195639980971482,0,False,True,False,False,False,False
178,0,1,0,1.5708539459498805,0,0,-0.07030444769415023,1,-0.5609748304808925,1,False,False,True,False,False,False
179,0,2,1,0.06675029679361683,0,0,-0.3866707201133388,0,-0.5609748304808925,1,False,True,False,True,False,False
180,0,3,1,0.5179813915404959,0,0,-0.6484216535389205,0,-0.5609748304808925,1,False,True,False,True,False,False
181,0,3,0,-0.5724937540977952,8,2,0.7519458402879414,0,5.64037224096421,0,False,True,True,False,False,False
182,0,2,1,0.06675029679361683,0,0,-0.34539461138084326,0,-0.5609748304808925,1,False,False,False,True,False,False
183,0,3,1,-1.51255853482046,4,2,-0.016444159470040135,0,3.1598334123861687,0,False,True,False,False,False,False
184,1,2,1,-2.1141999944829655,2,1,0.13683114673782454,1,1.299429290952638,0,False,True,False,False,False,False
185,1,3,0,-1.8885844471095259,0,2,-0.20495516825442542,0,0.6792945838081278,0,False,True,True,False,False,False
186,0,1,1,0.8188021213717487,0,0,0.3583127057902398,1,-0.5609748304808925,1,False,True,False,True,False,False
187,1,3,0,-0.5724937540977952,1,0,-0.3363340021468808,0,0.059159876663617626,0,True,False,False,False,True,False
188,1,1,1,1.1948280336608146,0,0,-0.11384570873513637,0,-0.5609748304808925,1,False,True,False,True,False,False
189,0,3,1,0.8188021213717487,1,1,-0.3363340021468808,0,0.6792945838081278,0,True,False,False,True,False,False
190,0,3,1,0.5179813915404959,0,0,-0.4894421904510968,0,-0.5609748304808925,1,False,True,False,True,False,False
191,1,2,0,0.2171606617092432,0,0,-0.3866707201133388,0,-0.5609748304808925,1,False,True,False,False,True,False
192,0,2,1,-0.7605067102423282,0,0,-0.3866707201133388,0,-0.5609748304808925,1,False,True,False,True,False,False
193,1,3,0,-0.7605067102423282,1,0,-0.4902797934380587,0,0.059159876663617626,0,False,True,True,False,False,False
194,1,2,1,-1.9637896295673392,1,1,-0.12491978668775715,1,0.6792945838081278,0,False,True,False,False,False,False
195,1,1,0,1.1196228512030013,0,0,-0.09027201697708476,1,-0.5609748304808925,1,False,False,False,False,True,False
196,1,1,0,2.172495405612386,0,0,2.301728820789,1,-0.5609748304808925,1,False,False,True,False,False,False
197,0,3,1,-0.3092756154954491,0,0,-0.49237782784290063,0,-0.5609748304808925,1,True,False,False,True,False,False
198,0,3,1,0.969212486287375,0,1,-0.47920571548543794,0,0.059159876663617626,0,False,True,False,True,False,False
199,1,3,0,-0.5724937540977952,0,0,-0.49237782784290063,0,-0.5609748304808925,1,True,False,True,False,False,False
200,0,2,0,-0.3844807979532623,0,0,-0.3866707201133388,0,-0.5609748304808925,1,False,True,True,False,False,False
201,0,3,1,-0.08366006812200955,0,0,-0.45714212526638004,0,-0.5609748304808925,1,False,True,False,True,False,False
202,0,3,1,-0.3092756154954491,8,2,0.7519458402879414,0,5.64037224096421,0,False,True,False,True,False,False
203,0,3,1,0.36757102662486957,0,0,-0.5176307525123133,0,-0.5609748304808925,1,False,True,False,True,False,False
204,0,3,1,1.2324306248897212,0,0,-0.5029485386158568,0,-0.5609748304808925,1,False,False,False,True,False,False
205,1,3,1,-0.8357118927001413,0,0,-0.4863374216869257,0,-0.5609748304808925,1,False,True,False,True,False,False
206,0,3,0,-2.038994812025152,0,1,-0.43776248884929375,1,0.059159876663617626,0,False,True,True,False,False,False
207,0,3,1,0.2171606617092432,1,0,-0.32928686163157667,0,0.059159876663617626,0,False,True,False,True,False,False
208,1,3,1,-0.23407043303763592,0,0,-0.2701412180209885,0,-0.5609748304808925,1,False,False,False,True,False,False
209,1,3,0,-0.9861222576157678,0,0,-0.49237782784290063,0,-0.5609748304808925,1,True,False,True,False,False,False
210,1,1,1,0.8188021213717487,0,0,-0.024246350754841113,1,-0.5609748304808925,1,False,False,False,True,False,False
211,0,3,1,-0.3844807979532623,0,0,-0.5064721088735089,0,-0.5609748304808925,1,False,True,False,True,False,False
212,1,2,0,0.4427762090826827,0,0,-0.22559322262067316,0,-0.5609748304808925,1,False,True,True,False,False,False
213,0,3,1,-0.5348911628688886,0,0,-0.5024451714361923,0,-0.5609748304808925,1,False,True,False,True,False,False
214,0,2,1,0.06675029679361683,0,0,-0.3866707201133388,0,-0.5609748304808925,1,False,True,False,True,False,False
215,0,3,1,-0.3092756154954491,1,0,-0.49237782784290063,0,0.059159876663617626,0,True,False,False,True,False,False
216,1,1,0,0.14195547925143,1,0,1.6323350375212924,1,0.059159876663617626,0,False,False,True,False,False,False
217,1,3,0,-0.15886525057982273,0,0,-0.4888542575852486,0,-0.5609748304808925,1,False,True,True,False,False,False
218,0,2,1,0.969212486287375,1,0,-0.10478509950117394,0,0.059159876663617626,0,False,True,False,True,False,False
219,1,1,0,0.2171606617092432,0,0,0.8876878608937296,1,-0.5609748304808925,1,False,False,True,False,False,False
220,0,2,1,0.06675029679361683,0,0,-0.43700743807979686,0,-0.5609748304808925,1,False,True,False,True,False,False
221,1,3,1,-0.9861222576157678,0,0,-0.4863374216869257,0,-0.5609748304808925,1,False,True,False,True,False,False
222,0,2,1,-0.15886525057982273,0,0,-0.3866707201133388,0,-0.5609748304808925,1,False,True,False,True,False,False
223,0,3,1,1.6460591284076938,0,0,-0.4863374216869257,0,-0.5609748304808925,1,False,True,False,True,False,False
224,0,3,1,-0.3092756154954491,0,0,-0.4894421904510968,0,-0.5609748304808925,1,False,True,False,True,False,False
225,1,1,1,0.6683917564561223,1,0,1.163700193253568,1,0.059159876663617626,0,False,True,False,True,False,False
226,0,3,1,-0.5348911628688886,0,0,-0.4601623283443675,0,-0.5609748304808925,1,False,True,False,True,False,False
227,1,2,1,-0.7605067102423282,0,0,-0.43700743807979686,0,-0.5609748304808925,1,False,True,False,True,False,False
228,0,3,1,-0.6476989365556084,0,0,-0.5024451714361923,0,-0.5609748304808925,1,False,True,False,True,False,False
229,0,2,1,-0.8357118927001413,0,0,-0.3866707201133388,0,-0.5609748304808925,1,False,True,False,True,False,False
230,0,3,0,-0.5724937540977952,3,1,-0.13565761536436197,0,1.9195639980971482,0,False,True,True,False,False,False
231,1,1,0,0.4427762090826827,1,0,1.0323213593611125,1,0.059159876663617626,0,False,True,False,False,True,False
232,0,3,1,-0.008454885664196365,0,0,-0.4918744606632361,0,-0.5609748304808925,1,False,True,False,True,False,False
233,0,2,1,2.2477005880701992,0,0,-0.3766033765200472,0,-0.5609748304808925,1,False,True,False,True,False,False
234,1,3,0,-1.8133792646517128,4,2,-0.016444159470040135,0,3.1598334123861687,0,False,True,True,False,False,False
235,0,2,1,-0.3844807979532623,0,0,-0.43700743807979686,0,-0.5609748304808925,1,False,True,False,True,False,False
236,0,3,0,-0.5724937540977952,0,0,-0.49640476528021726,0,-0.5609748304808925,1,False,True,True,False,False,False
237,0,2,1,1.1196228512030013,1,0,-0.12491978668775715,0,0.059159876663617626,0,False,True,False,True,False,False
238,1,2,0,-1.5877637172782733,0,2,-0.11988611489111134,0,0.6792945838081278,0,False,True,True,False,False,False
239,0,2,1,-0.7605067102423282,0,0,-0.43700743807979686,0,-0.5609748304808925,1,False,True,False,True,False,False
240,0,2,1,0.29236584416705635,0,0,-0.4012683683236117,0,-0.5609748304808925,1,False,True,False,True,False,False
241,0,3,0,-0.5724937540977952,1,0,-0.3573908580066095,0,0.059159876663617626,0,False,False,True,False,False,False
242,1,3,0,-0.5724937540977952,1,0,-0.3363340021468808,0,0.059159876663617626,0,True,False,True,False,False,False
243,0,2,1,-0.008454885664196365,0,0,-0.43700743807979686,0,-0.5609748304808925,1,False,True,False,True,False,False
